SN,Category,Group,Code,Activity Name ,Third Party,When,Risk Rating,Industry Risk,DNFBP,Notes,Description,Related Business Activities,Generated Keywords,,,,,
90,Trading,,4520.99,Mobile Auto Repair Services,Roads and Transport Authority (RTA),PRE,Low,,,,"Includes firms engaged in motor vehicles emergency repair on road by using mobile workshops for mechanical, electrical, A/C and tyre repairs, this can be through self-driving or semi-autonomous vehicles or any other type that will be developed in the future",-,"Garage , Mechanic, Car repair, Auto fix, Vehicle service, Home Mechanic, Garage on wheels",,,,,
91,Trading,453,4530,Sale Of Motor Vehicle Parts And Accessories,,N/A,Low,,,,,-,"motor vehicle parts, auto accessories, car parts sale, vehicle components trading, wholesale auto parts, retail car accessories, automotive spare parts, motor vehicle accessories",,,,,
92,Trading,,4530.01,"Wholesale And Retail Sale Of All Kinds Of Parts, Components, Supplies, Tools And Accessories For Motor Vehicles such as rubber tires and inner tubes for tires
",,N/A,Low,,,,,-,"auto parts wholesale, vehicle components retail, tire supplies, automotive tools trading, rubber tires sale, inner tubes for tires, car accessories wholesale, motor vehicle parts distributor",,,,,
93,Trading,454,4540,"Sale, Maintenance And Repair Of Motorcycles And Related Parts And Accessories",,N/A,Low,,,,,-,"motorcycle sales, motorcycle repair, bike maintenance, motorcycle parts trading, motorcycle accessories retail, motorbike service, motorcycle dealership, motorcycle import/export",,,,,
94,Trading,,4540.01,"Wholesale And Retail Sale Of Motorcycles, Including Mopeds",,N/A,Low,,,,,-,"motorcycle wholesale, motorcycle retail, moped sales, bike shop, motorcycle dealership, motorcycle import/export, two-wheeler trading, motorbike retail",,,,,
95,Trading,,4540.02,Wholesale And Retail Sale Of Parts And Accessories For Motorcycles (Including By Commission Agents And Mail Order Houses),,N/A,Low,,,,,-,"motorcycle parts wholesale, motorcycle accessories retail, bike parts distributor, motorcycle components trading, motorcycle gear sales, motorcycle parts shop, motorcycle accessories online, parts for motorcycles",,,,,
96,Trading,,4540.03,Maintenance And Repair Of Motorcycles,,N/A,Low,,,,,-,"motorcycle repair, bike maintenance, motorcycle service, motorbike fixing, motorcycle workshop, motorcycle parts trading, motorcycle accessories wholesale, motorcycle import/export",,,,,
97,Trading,,4540.82,Jet Ski Trading,The Dubai Maritime Authority (DMA),PRE,Low,,,,Includes reselling  personal watercraft used water recreational activities and sport. ,-,"jet ski trading, personal watercraft sales, jet ski resale, watercraft import export, jet ski wholesale, jet ski retail, water sports equipment trading, PWC trading",,,,,
98,Trading,,4540.88,Off Road Karts & Spare Parts Trading,,N/A,Low,,,,"Includes reselling three or four wheeled vehicles which run by petrol and used for recreation and sports, also, spare parts andcomponents.",-,"off road karts, all-terrain vehicles, ATV trading, spare parts for off road karts, recreational vehicle sales, kart parts wholesale, import off road vehicles, retail off road karts",,,,,
99,Trading,,4540.9,Discount Cards Services,,N/A,Low,,,,"Includes firms which provide other parties with cards that can be used to obtain reduced prices or certain facilities when buying products or services from a group of shops, hotels or other firms participating in the program of reduced prices or facilities provided by such cards, such firms are neither allowed impose charges for obtaining the cards nor to impose contracts on the customers against the provision of the service.",-,"discount card services, discount membership cards, loyalty card programs, savings cards, promotional cards, retail discount cards, card-based savings, customer loyalty cards",,,,,
100,Trading,,4540.92,Auction Hall,,N/A,Override,Yes ,,,"Includes firms engaged in buying and selling goods by offering them up for bid whether indoor for items like jewellery and vehicles and phone numbers, or outdoor bidding for items like cars and real estate.",-,"auction, auctioning, retail, auction house, auction hall",,,,,
101,Trading,,4540.93,Authentic Artifacts & Antiques Auction House,,N/A,Override,Yes ,,,"Includes firms which conduct auctions of genuine artifacts, antiques and/or artworks. Auctions may be held for either commercial or non-commercial purposes and may be held on behalf of a third party (e.g. art gallery, charity).",-,"authentic, art, artifacts, antique, auction house, auction",,,,,
102,Trading,,4540.94,Merchandising Services,,N/A,Low,,,,"Includes firms engaged in displaying and presenting products in supermarkets and retail stores to maximize sales, including, wrapping some goods with gifts, pictures or cards to promote.",-,"merchandising services, product display, retail merchandising, visual merchandising, promotional displays, in-store marketing, sales presentation, merchandise presentation",,,,,
103,Trading,,4540.95,Permanent Industrial Exhibition,,N/A,Low,,,,"Includes exhibitions set up by foreign governmental or private corporations for the purpose of exhibiting their industrial products, such exhibitions exist permanently and their role is confined to products exhibiting, providing data and information and facilitate contact between different parties for making deals.",-,"industrial exhibition, permanent trade show, product showcase, trade fair, foreign product exhibition, industrial product display, business networking event, trade promotion",,,,,
104,Trading,,4540.96,Commercial Brokers,,N/A,Low,,,,"Includes firms engaged in bringing together sellers and buyers involved in trade, as well as any domain other than brokerage in real estate, services, shares and bonds and finance, these firms are not allowed to trade on own account.",-,"broker, commercial, agent, brokerage",,,,,
105,Trading,,4540.97,Turnkey Projects Contracting,,N/A,Low,,,,"Includes firm specialized in supplying private and governmental facilities like educational, military and health units, hotels, banks public departments, offshore firms and others with furniture, decorations, equipment, fixtures, appliances and utensils. Firms classified under this activity execute such services and the required installations either through direct contracting or by sub-contractors, these firms are permitted to directly import their materials, but not re-export or trade them.",-,"turnkey projects, contracting services, facility supply, furniture installation, equipment contracting, custom fixtures, interior decoration services, government projects contracting",,,,,
106,Trading,,4540.99,Scooters Trading,,N/A,Low,,,, Includes reselling the electric scooters which are equipped with battery to produce power. ,-,"scooter trading, electric scooter sales, wholesale scooters, retail scooters, scooter import/export, battery-powered scooters, scooter dealership, scooter distributor",,,,,
107,Trading,461,4610,Wholesale On A Fee Or Contract Basis,,N/A,Low,,,,,-,"wholesale services, fee-based wholesale, contract wholesale, trading on commission, distribution services",,,,,
108,Trading,,4610.01,Activities Of Commission Agents And All Other Wholesalers Who Trade On Behalf And On The Account Of Others,,N/A,Low,,,,,-,"commission agents, wholesale trading, trade on behalf, wholesale distributors, import/export wholesalers, trading agents, third-party trading, bulk trading",,,,,
109,Trading,,4610.02,"Activities of those involved in bringing sellers and buyers together or undertaking commercial transactions on behalf of a principal, including on the internet",,N/A,Low,,,,,-,"brokerage services, commercial transactions, online trading, buyer-seller matching, e-commerce facilitation, import-export trading, wholesale trade, retail brokerage",,,,,
110,Trading,,4610.11,Commercial Brokerage Services,,N/A,Low,,,"Commercial brokerage means that the client will be the middleman between the seller / manufacturer of goods and the buyer of said goods.The client will earn their income from the percentage of the sale made between the 2 parties that they linked.The advantage of this activity is that the client does not need approval to be the mediator for trading goods that require 3rd party approval since the relevant approval should be with the license of the (Seller / Manufacturer) this allows for flexibility to deal with more difficult products.Under this the client can put orders to import goods however, the order has to be directed to the buyer and not the client’s company. Sometimes clients might intend to do the same activity but under general trading so it is useful to clarify whether the client will be the middleman or the direct trader. Adding a general trading activity with commercial brokerage, gives a very flexible license for trading operations. Commercial brokerage services is a difficult activity to open a bank account with. Expert Insights: Business Model
Role
: Middleman between seller/manufacturer and buyer
Income
: Commission percentage from completed sales
Import process
: Orders directed to buyer, not broker's company
Strategic Advantages
Regulatory Flexibility
:
No approval needed for regulated goods mediation
Seller/manufacturer holds required approvals
Broker facilitates without taking product ownership
Combined Strategy
:
""Adding general trading activity with commercial brokerage gives very flexible license for tradingoperations""
Banking Challenge
Major difficulty
: ""More difficult than general trading"" for bank account opening
Reason
: Banks concerned about liability and money laundering risks
Verification process
: Must clearly demonstrate legitimate brokerage model
Client Consultation Questions
1.
""Are you trading (buying then selling) or earning commission only?""
2.
""Will you import goods under your company or client's name?""
3.
If client's name
: Commercial brokerage
4.
If own company
: Trading activity (may need approvals)",,-,"broker, commercial, agent, brokerage",,,,,
